neighbourhood,latitude,longitude,room_type,price
City Heights West,32.7336597,-117.1048967,Entire home/apt,120
Mission Bay,32.78304250000001,-117.2529949,Entire home/apt,1711
Roseville,32.72634,-117.23201,Entire home/apt,174
Clairemont Mesa,32.82402,-117.17583,Entire home/apt,529
South Park,32.72493,-117.12846,Entire home/apt,768
La Jolla,32.8398,-117.25753,Entire home/apt,183
North City,32.95616,-117.23235,Entire home/apt,249
Webster,32.72871,-117.09074,Entire home/apt,271
Linda Vista,32.77115,-117.16586,Entire home/apt,536
Mission Bay,32.76223,-117.25204,Entire home/apt,911
Mission Bay,32.786729,-117.2530582,Entire home/apt,356
City Heights West,32.75224,-117.11694,Entire home/apt,224
La Jolla,32.8283453,-117.2777727,Entire home/apt,653
Memorial,32.69609,-117.12525,Entire home/apt,175
Midtown,32.74205,-117.17496,Entire home/apt,702
Bay Park,32.7918316,-117.191129,Entire home/apt,89
Mission Bay,32.79085,-117.234,Entire home/apt,1628
Loma Portal,32.74350728037529,-117.24171873428732,Entire home/apt,281
Old Town,32.74863,-117.17887,Entire home/apt,130
Balboa Park,32.71803,-117.14335,Entire home/apt,126
Cortez Hill,32.71936,-117.156,Entire home/apt,300
Old Town,32.75078,-117.15712,Entire home/apt,124
Midtown,32.74261,-117.16767,Entire home/apt,150
North Hills,32.74041,-117.12336,Entire home/apt,134
North Hills,32.74216,-117.12199,Entire home/apt,75
East Village,32.70773,-117.15635,Entire home/apt,689
City Heights West,32.75236,-117.10562,Entire home/apt,230
Midtown,32.74587,-117.15684,Entire home/apt,240
La Jolla,32.82766,-117.25228,Entire home/apt,2150
La Jolla,32.8432137,-117.2801487,Entire home/apt,504
City Heights East,32.75574,-117.08702,Entire home/apt,194
Gaslamp Quarter,32.70777,-117.16025,Entire home/apt,106
Mira Mesa,32.91292,-117.15862,Entire home/apt,177
Encanto,32.712107286473305,-117.0617167900208,Entire home/apt,80
Mission Bay,32.76041,-117.25248,Entire home/apt,836
Pacific Beach,32.79762,-117.23422,Entire home/apt,149
North Hills,32.76338,-117.13812,Entire home/apt,186
Normal Heights,32.75873,-117.12301,Entire home/apt,299
Cortez Hill,32.72033,-117.15646,Entire home/apt,139
City Heights West,32.74094,-117.11199,Entire home/apt,309
North Clairemont,32.8379,-117.19753,Entire home/apt,85
North Hills,32.75407,-117.13683,Entire home/apt,81
Mission Bay,32.58503,-117.04324,Entire home/apt,254
City Heights West,32.74854,-117.10879,Entire home/apt,142
Northwest,32.65122,-117.07297,Entire home/apt,198
City Heights West,32.74646,-117.11079,Entire home/apt,70
Nestor,32.55720704595727,-117.0840404293874,Entire home/apt,86
College Area,32.76683,-117.07755,Entire home/apt,561
Mission Bay,32.7891242,-117.2543154,Entire home/apt,579
Mission Bay,32.78778,-117.237897,Entire home/apt,296
Ocean Beach,32.7471447,-117.2489874,Entire home/apt,269
Ocean Beach,32.7472864,-117.2488611,Entire home/apt,220
East Village,32.71159,-117.15202,Entire home/apt,168
Ocean Beach,32.7472864,-117.2488611,Entire home/apt,142
Ocean Beach,32.73481,-117.25216,Entire home/apt,279
Midtown,32.7448127,-117.1611712,Entire home/apt,196
North Clairemont,32.840839660511165,-117.21226906593006,Entire home/apt,1385
Rancho Del Rey,32.6456979,-117.0341237,Entire home/apt,978
East Village,32.70587,-117.14753,Entire home/apt,116
Park West,32.72775,-117.16364,Entire home/apt,116
North Hills,32.75625,-117.12752,Entire home/apt,492
Pacific Beach,32.80009,-117.25871,Entire home/apt,578
Mission Bay,32.77407,-117.25259,Entire home/apt,322
Palm City,32.5830464,-117.0833746,Entire home/apt,80
Ocean Beach,32.75076,-117.24415,Entire home/apt,140
Midtown,32.73302,-117.1638,Entire home/apt,255
Loma Portal,32.74842,-117.20914,Entire home/apt,148
Rolando,32.75601,-117.05774,Entire home/apt,180
University City,32.86646,-117.21899,Entire home/apt,411
Midtown,32.7465,-117.15889,Entire home/apt,935
Encanto,32.72819,-117.06126,Entire home/apt,150
San Carlos,32.80424,-117.0653,Entire home/apt,585
Mission Bay,32.7913487473602,-117.24282044917344,Entire home/apt,135
West University Heights,32.7581434,-117.1440078,Entire home/apt,135
Mira Mesa,32.91115,-117.15345,Entire home/apt,199
East Village,32.70544007518165,-117.15495129451216,Entire home/apt,520
Carmel Valley,32.94255,-117.22677,Entire home/apt,280
Core,32.71872,-117.15698,Entire home/apt,177
Northwest,32.64512,-117.0892,Entire home/apt,76
Bay Park,32.78361,-117.19322,Entire home/apt,592
East Village,32.7104,-117.15727,Entire home/apt,198
Rolling Hills Ranch,32.66354,-116.94336,Entire home/apt,89
La Jolla,32.81277,-117.25804,Entire home/apt,840
Ocean Beach,32.751163853498255,-117.2493710687172,Entire home/apt,197
Little Italy,32.72977,-117.17008,Entire home/apt,149
Mira Mesa,32.92917,-117.15134,Entire home/apt,174
City Heights East,32.7448,-117.09837,Entire home/apt,200
Mission Bay,32.7788893,-117.2530923,Entire home/apt,1167
Midtown,32.739203643089795,-117.17124441291472,Entire home/apt,372
La Jolla,32.8410795,-117.2717858,Entire home/apt,525
Midtown,32.73994,-117.17708,Entire home/apt,190
Mission Bay,32.7788919,-117.2530839,Entire home/apt,1556
Encanto,32.72257,-117.0678,Entire home/apt,683
City Heights West,32.74804,-117.10671,Entire home/apt,218
Moreno Mission,32.76852,-117.18456,Entire home/apt,209
Gaslamp Quarter,32.71422,-117.1608,Entire home/apt,172
Pacific Beach,32.80695,-117.23424,Entire home/apt,115
Serra Mesa,32.80673,-117.1407,Entire home/apt,350
Mission Bay,32.7788893,-117.2530923,Entire home/apt,1344
Southwest,32.5985,-117.05065,Entire home/apt,153
City Heights East,32.74509,-117.09849,Entire home/apt,100
La Jolla,32.85286664276547,-117.25476877486877,Entire home/apt,250
North City,32.98367,-117.2425,Entire home/apt,1113
Otay Ranch,32.6125,-116.99459,Entire home/apt,272
University City,32.8676652,-117.2218403,Entire home/apt,179
Mission Bay,32.788195,-117.235667,Entire home/apt,329
North Hills,32.74973,-117.12479,Entire home/apt,314
University City,32.85974,-117.21227,Entire home/apt,119
North Hills,32.7561653,-117.1274634,Entire home/apt,278
Grant Hill,32.71201,-117.14217,Entire home/apt,258
North Hills,32.7316161,-117.1302192,Entire home/apt,183
La Jolla,32.84683,-117.2775,Entire home/apt,440
Ocean Beach,32.7398073,-117.2547976,Entire home/apt,316
Normal Heights,32.75895357879997,-117.12159604184066,Entire home/apt,220
North Hills,32.7525,-117.14365,Entire home/apt,810
Gaslamp Quarter,32.7087,-117.15941,Entire home/apt,114
Pacific Beach,32.7968,-117.25734,Entire home/apt,462
South Park,32.72877,-117.12317,Entire home/apt,200
Mission Bay,32.79294,-117.23251,Entire home/apt,302
Core,32.71544,-117.1547,Entire home/apt,155
Pacific Beach,32.80294,-117.21493,Entire home/apt,217
Ocean Beach,32.73655,-117.25018,Entire home/apt,464
Old Town,32.74576,-117.18179,Entire home/apt,401
Pacific Beach,32.80677,-117.24843,Entire home/apt,408
Old Town,32.74857,-117.1934,Entire home/apt,183
Pacific Beach,32.80787,-117.22671,Entire home/apt,369
College Area,32.77113,-117.08451,Entire home/apt,554
Loma Portal,32.74802866226992,-117.22469621405143,Entire home/apt,192
Loma Portal,32.7457007,-117.2436593,Entire home/apt,643
Loma Portal,32.7407,-117.23549,Entire home/apt,380
Mira Mesa,32.9204877,-117.1548651,Entire home/apt,175
East Village,32.72053,-117.15527,Entire home/apt,210
Del Mar Heights,32.94039976208622,-117.24454154522545,Entire home/apt,970
City Heights East,32.74471,-117.0979,Entire home/apt,200
Bay Park,32.79887,-117.19211,Entire home/apt,90
Rancho Penasquitos,33.00306,-117.09032,Entire home/apt,135
Mission Bay,32.79359,-117.23188,Entire home/apt,295
North Hills,32.76076,-117.12828,Entire home/apt,1200
East Village,32.71394,-117.15633,Entire home/apt,340
Old Town,32.7473284,-117.1795392,Entire home/apt,580
East Village,32.70355,-117.15004,Entire home/apt,962
Bay Park,32.80181,-117.19719,Entire home/apt,186
Little Italy,32.72523,-117.16777,Entire home/apt,520
La Jolla,32.83711,-117.24903,Entire home/apt,1666
Loma Portal,32.74013,-117.23464,Entire home/apt,185
North Hills,32.75528,-117.12828,Entire home/apt,186
Talmadge,32.76419,-117.08554,Entire home/apt,99
University City,32.86783,-117.22078,Entire home/apt,426
West University Heights,32.7525969013498,-117.15437227763503,Entire home/apt,275
Mira Mesa,32.90581,-117.13961,Entire home/apt,185
North Hills,32.75548,-117.1263,Entire home/apt,175
University City,32.84945,-117.18757,Entire home/apt,462
North Hills,32.75702,-117.12802,Entire home/apt,193
Scripps Ranch,32.93321,-117.09786,Entire home/apt,221
North Hills,32.75705,-117.12833,Entire home/apt,181
North Hills,32.75714,-117.12958,Entire home/apt,174
North Hills,32.75669,-117.12848,Entire home/apt,180
Wooded Area,32.709770612655575,-117.2384915349182,Entire home/apt,180
North Hills,32.75647,-117.12978,Entire home/apt,181
Bay Park,32.80297,-117.21202,Entire home/apt,441
Clairemont Mesa,32.83236,-117.19435,Entire home/apt,300
Core,32.71718,-117.15816,Entire home/apt,500
Little Italy,32.72124,-117.16791,Entire home/apt,152
San Carlos,32.78473,-117.06049,Entire home/apt,109
Ocean Beach,32.7510934,-117.245517,Entire home/apt,346
Bird Land,32.78994,-117.15792,Entire home/apt,169
Marina,32.71339099515133,-117.16794240780516,Entire home/apt,110
Ocean Beach,32.751028,-117.243946,Entire home/apt,285
Ocean Beach,32.751028,-117.243946,Entire home/apt,155
Ocean Beach,32.751028,-117.243946,Entire home/apt,155
Ocean Beach,32.751028,-117.243946,Entire home/apt,382
Ocean Beach,32.751028,-117.243946,Entire home/apt,1638
Bird Land,32.78923,-117.15638,Entire home/apt,183
Marina,32.71323,-117.16823,Entire home/apt,150
East Village,32.71257,-117.15454,Entire home/apt,142
Bay Ho,32.82279320000001,-117.2166034,Entire home/apt,571
North Hills,32.72906,-117.11805,Entire home/apt,198
Mount Hope,32.71702,-117.10578,Entire home/apt,450
Normal Heights,32.76016,-117.1215,Entire home/apt,400
Midtown District,32.72742,-117.22566,Entire home/apt,158
North Hills,32.74398316921309,-117.14079701161374,Entire home/apt,85
Normal Heights,32.76146,-117.12317,Entire home/apt,166
Mission Bay,32.77282932829389,-117.25234688465576,Entire home/apt,309
Del Mar Heights,32.933879906102,-117.24927585572004,Entire home/apt,182
Mission Bay,32.79016,-117.23658,Entire home/apt,306
Loma Portal,32.74814,-117.22904,Entire home/apt,97
Lake Murray,32.79209,-117.00865,Entire home/apt,130
Gateway,32.7231,-117.10902,Entire home/apt,321
East Village,32.70413017485349,-117.15014786731194,Entire home/apt,535
Ocean Beach,32.7511123,-117.2455477,Entire home/apt,308
Balboa Park,32.71766,-117.13549,Entire home/apt,168
Cortez Hill,32.72205,-117.15556,Entire home/apt,98
Mission Bay,32.7747718,-117.2516768,Entire home/apt,787
Mission Bay,32.5766038,-117.0318477,Entire home/apt,411
Paradise Hills,32.68043,-117.05454,Entire home/apt,740
Gaslamp Quarter,32.71437,-117.16082,Entire home/apt,288
Gaslamp Quarter,32.71449,-117.16082,Entire home/apt,288
Southwest,32.62016,-117.04351,Entire home/apt,521
Pacific Beach,32.80831,-117.25785,Entire home/apt,97
Eastlake Woods,32.65811,-116.94497,Entire home/apt,130
Northwest,32.6257,-117.09034,Entire home/apt,158
University City,32.85845,-117.1969,Entire home/apt,323
Bario Logan,32.6932628,-117.1257369,Entire home/apt,96
Ocean Beach,32.73845,-117.2507,Entire home/apt,129
San Ysidro,32.56121,-117.05081,Entire home/apt,262
Pacific Beach,32.8021,-117.23535,Entire home/apt,133
Balboa Park,32.71388,-117.13778,Entire home/apt,185
Clairemont Mesa,32.815012,-117.179305,Entire home/apt,373
La Jolla,32.8631553,-117.2540857,Entire home/apt,990
Pacific Beach,32.79408,-117.25486,Entire home/apt,200
Midtown,32.742437474312965,-117.16987435759808,Entire home/apt,199
La Jolla,32.8432137,-117.2801487,Entire home/apt,482
La Jolla,32.8289745,-117.2778306,Entire home/apt,405
Mission Valley,32.77531,-117.14596,Entire home/apt,141
Gaslamp Quarter,32.71301,-117.16064,Entire home/apt,185
Gaslamp Quarter,32.71498,-117.16036,Entire home/apt,185
Gaslamp Quarter,32.71343,-117.16095,Entire home/apt,178
Gaslamp Quarter,32.71331,-117.15935,Entire home/apt,178
Marina,32.71064,-117.16225,Entire home/apt,167
Marina,32.71197,-117.16235,Entire home/apt,171
Marina,32.71003,-117.16159,Entire home/apt,136
Mission Bay,32.7865899,-117.2529949,Entire home/apt,595
South Park,32.71696649985309,-117.12886224672512,Entire home/apt,224
Loma Portal,32.73174,-117.24191,Entire home/apt,134
North Hills,32.7588422,-117.1317375,Entire home/apt,143
Gaslamp Quarter,32.71471,-117.16039,Entire home/apt,208
Grant Hill,32.70809932835196,-117.1307602599105,Entire home/apt,201
East Village,32.71314,-117.15495,Entire home/apt,425
Bay Ho,32.8116100923464,-117.21166333683136,Entire home/apt,622
Park West,32.7303448,-117.1685019,Entire home/apt,447
Rancho Bernadino,33.00096,-117.0795,Entire home/apt,599
Grant Hill,32.71074,-117.13836,Entire home/apt,616
Park West,32.72833,-117.16602,Entire home/apt,301
Normal Heights,32.76103,-117.11493,Entire home/apt,191
Pacific Beach,32.80028,-117.24847,Entire home/apt,336
West University Heights,32.75962,-117.15461,Entire home/apt,408
South Park,32.7173435,-117.1199493,Entire home/apt,148
West University Heights,32.75347,-117.15473,Entire home/apt,159
Midtown,32.74315,-117.16463,Entire home/apt,94
Paradise Hills,32.66740924647587,-117.054948695982,Entire home/apt,170
Mission Bay,32.7760153,-117.2515112,Entire home/apt,1113
City Heights West,32.75246,-117.10578,Entire home/apt,89
Core,32.71865,-117.15953,Entire home/apt,256
Midtown,32.74165,-117.16426,Entire home/apt,73
La Jolla,32.85576,-117.23807,Entire home/apt,149
University City,32.84889,-117.21619,Entire home/apt,750
Bay Ho,32.81921,-117.20602,Entire home/apt,285
Mission Valley,32.76766,-117.17273,Entire home/apt,255
Mission Bay,32.77278,-117.25162,Entire home/apt,387
Midtown,32.74656,-117.15437,Entire home/apt,149
Ocean Beach,32.75094,-117.24295,Entire home/apt,220
Ocean Beach,32.75078,-117.24347,Entire home/apt,220
South Park,32.71689240519915,-117.12843365395224,Entire home/apt,131
Balboa Park,32.71722416202294,-117.13079365710492,Entire home/apt,619
Linda Vista,32.77277,-117.16813,Entire home/apt,450
Midtown,32.7465189,-117.1636525,Entire home/apt,95
Loma Portal,32.74944,-117.24003,Entire home/apt,125
Webster,32.72286,-117.10758,Entire home/apt,101
Bay Park,32.77708526893771,-117.19260840411164,Entire home/apt,200
Pacific Beach,32.80397172575576,-117.23762883009,Entire home/apt,140
Mission Bay,32.7902127,-117.2386408,Entire home/apt,143
Mission Bay,32.78931,-117.23718,Entire home/apt,139
La Jolla,32.83155,-117.26091,Entire home/apt,244
Mission Bay,32.78112,-117.2532,Entire home/apt,314
La Jolla,32.820995644837055,-117.26797648837784,Entire home/apt,639
Mission Valley,32.77009,-117.15991,Entire home/apt,278
Grantville,32.78751,-117.10844,Entire home/apt,89
Mission Bay,32.77762,-117.25193,Entire home/apt,663
Loma Portal,32.74213,-117.23504,Entire home/apt,700
Eastlake Vistas,32.6404573,-116.9412484,Entire home/apt,109
Midtown,32.73771,-117.17432,Entire home/apt,220
La Jolla,32.85242240225234,-117.2430546883606,Entire home/apt,1400
Pacific Beach,32.8030961,-117.237068,Entire home/apt,200
Mission Bay,32.58006,-117.0072,Entire home/apt,222
Balboa Park,32.71726,-117.14186,Entire home/apt,2430
Gaslamp Quarter,32.71018,-117.15992,Entire home/apt,156
Carmel Mountain,32.97488,-117.08719,Entire home/apt,149
Pacific Beach,32.80359,-117.21449,Entire home/apt,341
Midtown,32.74256,-117.15152,Entire home/apt,327
Pacific Beach,32.8071679,-117.256474,Entire home/apt,819
Little Italy,32.7212571,-117.1690171,Entire home/apt,546
Webster,32.72144,-117.09259,Entire home/apt,432
Pacific Beach,32.8002653,-117.2548359,Entire home/apt,221
Pacific Beach,32.79452,-117.256,Entire home/apt,150
Balboa Park,32.71714,-117.13727,Entire home/apt,213
Normal Heights,32.75943,-117.11677,Entire home/apt,132
University City,32.86776,-117.22194,Entire home/apt,130
South Park,32.7162,-117.12873,Entire home/apt,184
Cortez Hill,32.71971,-117.15745,Entire home/apt,213
Pacific Beach,32.796298816385274,-117.23957736931152,Entire home/apt,409
Balboa Park,32.72754,-117.12956,Entire home/apt,88
Mount Hope,32.70714,-117.11696,Entire home/apt,180
Memorial,32.70265110708236,-117.13066601534425,Entire home/apt,119
East Village,32.71725,-117.15316,Entire home/apt,160
North Hills,32.73905,-117.12062,Entire home/apt,487
North Hills,32.75464,-117.13091,Entire home/apt,100
Pacific Beach,32.8053559,-117.2417761,Entire home/apt,675
Bay Terrace,32.69049,-117.03084,Entire home/apt,165
Mission Bay,32.57128,-117.02067,Entire home/apt,226
Mission Bay,32.56999974488197,-117.0203899232788,Entire home/apt,200
Ocean Beach,32.75213,-117.25195,Entire home/apt,300
Moreno Mission,32.76361,-117.19098,Entire home/apt,185
Loma Portal,32.74678,-117.23763,Entire home/apt,473
Pacific Beach,32.803,-117.25661,Entire home/apt,330
Loma Portal,32.74736,-117.22146,Entire home/apt,295
Ocean Beach,32.75148237501626,-117.25111253743438,Entire home/apt,393
Bay Ho,32.8312492,-117.2184182,Entire home/apt,202
Midtown District,32.73746,-117.17735,Entire home/apt,157
La Jolla,32.8372,-117.28021,Entire home/apt,689
Bay Ho,32.831397,-117.218424,Entire home/apt,261
Normal Heights,32.75734,-117.11962,Entire home/apt,103
Little Italy,32.72819,-117.16941,Entire home/apt,159
Mission Bay,32.7599477140984,-117.2494267342039,Entire home/apt,520
Rolando,32.76831,-117.05286,Entire home/apt,166
East Village,32.71725,-117.15379,Entire home/apt,110
Mission Bay,32.792172757050594,-117.24056913121338,Entire home/apt,407
Bird Land,32.79251,-117.15449,Entire home/apt,80
Mission Bay,32.7799993,-117.2517818,Entire home/apt,301
North Clairemont,32.8397,-117.19989,Entire home/apt,139
La Jolla,32.8508226851778,-117.26150353915908,Entire home/apt,495
Mission Bay,32.78375,-117.23512,Entire home/apt,1190
Memorial,32.70348,-117.14316,Entire home/apt,210
West University Heights,32.76307,-117.14596,Entire home/apt,181
North City,32.9602,-117.22965,Entire home/apt,354
La Jolla,32.84679,-117.25923,Entire home/apt,599
Ocean Beach,32.74908,-117.24853,Entire home/apt,755
Old Town,32.75212,-117.17511,Entire home/apt,179
La Jolla,32.82763,-117.2721,Entire home/apt,1400
University City,32.87206770107644,-117.20223149119644,Entire home/apt,225
Midtown District,32.72549,-117.19943,Entire home/apt,80
South Park,32.72848,-117.12511,Entire home/apt,151
East Village,32.71398,-117.15621,Entire home/apt,170
La Jolla,32.82,-117.23974,Entire home/apt,213
La Jolla,32.84889500355643,-117.24548006945685,Entire home/apt,1700
Bay Park,32.7798915,-117.1889007,Entire home/apt,747
La Jolla,32.8545619,-117.2571159,Entire home/apt,373
La Jolla,32.85337,-117.25732,Entire home/apt,247
Mission Bay,32.76503,-117.23928,Entire home/apt,225
College Area,32.77446,-117.05183,Entire home/apt,142
Pacific Beach,32.7959348,-117.245267,Entire home/apt,199
East Village,32.71168,-117.15563,Entire home/apt,137
East Village,32.71398,-117.1562,Entire home/apt,170
Old Town,32.7547858,-117.1947681,Entire home/apt,189
Old Town,32.7546664,-117.1949372,Entire home/apt,183
Old Town,32.754703,-117.19484,Entire home/apt,197
Gaslamp Quarter,32.70655,-117.1598,Entire home/apt,243
La Jolla,32.8484134,-117.2745235,Entire home/apt,400
Ocean Beach,32.7313258,-117.2561755,Entire home/apt,1862
Ocean Beach,32.751017090559145,-117.24971976365995,Entire home/apt,303
Normal Heights,32.75837,-117.12273,Entire home/apt,381
East Village,32.70867,-117.15461,Entire home/apt,183
Little Italy,32.72626,-117.16804,Entire home/apt,170
Mission Bay,32.77369,-117.25047,Entire home/apt,582
Sorrento Valley,32.90451,-117.16832,Entire home/apt,459
University City,32.86794,-117.22094,Entire home/apt,503
City Heights East,32.74974,-117.10028,Entire home/apt,105
Carmel Valley,32.94798,-117.23499,Entire home/apt,200
Gaslamp Quarter,32.70881,-117.16093,Entire home/apt,235
Midtown,32.74871,-117.14832,Entire home/apt,117
Mission Bay,32.7816771,-117.2523404,Entire home/apt,225
Ocean Beach,32.751431,-117.2468401,Entire home/apt,212
Normal Heights,32.7607,-117.11324,Entire home/apt,400
North Hills,32.7389365,-117.1308323,Entire home/apt,349
Mission Bay,32.76596654057377,-117.25001407789604,Entire home/apt,227
University City,32.86399,-117.20361,Entire home/apt,199
East Village,32.70904,-117.15835,Entire home/apt,366
Midtown,32.73552,-117.16924,Entire home/apt,228
Loma Portal,32.7533725,-117.2265981,Entire home/apt,180
Mission Bay,32.7937529,-117.2305682,Entire home/apt,130
Moreno Mission,32.7641,-117.18777,Entire home/apt,150
Loma Portal,32.74136,-117.23596,Entire home/apt,320
Rancho Penasquitos,32.95272,-117.11232,Entire home/apt,183
Valencia Park,32.70308,-117.08058,Entire home/apt,96
Little Italy,32.72752,-117.16989,Entire home/apt,175
Mission Bay,32.77455,-117.25185,Entire home/apt,642
Loma Portal,32.74853,-117.24269,Entire home/apt,190
Roseville,32.7214935,-117.2372747,Entire home/apt,115
College Area,32.76054,-117.0813,Entire home/apt,458
Mission Bay,32.7855859,-117.2525815,Entire home/apt,564
Loma Portal,32.74831,-117.24084,Entire home/apt,161
Loma Portal,32.74821,-117.2406,Entire home/apt,429
College Area,32.7606,-117.08005,Entire home/apt,216
Mission Bay,32.77473,-117.25176,Entire home/apt,1187
Mission Bay,32.77324,-117.25312,Entire home/apt,335
Park West,32.73122,-117.16716,Entire home/apt,296
Mission Bay,32.77302,-117.25275,Entire home/apt,235
East Village,32.71558,-117.15316,Entire home/apt,161
Memorial,32.69876,-117.13314,Entire home/apt,381
Carmel Valley,32.9227948,-117.2172925,Entire home/apt,251
Kensington,32.759951,-117.1061376,Entire home/apt,256
Pacific Beach,32.80527,-117.23307,Entire home/apt,115
Cortez Hill,32.72167,-117.15629,Entire home/apt,230
East Village,32.70604149725735,-117.15589680948392,Entire home/apt,300
Balboa Park,32.72605,-117.13123,Entire home/apt,152
La Jolla,32.8362704,-117.276126,Entire home/apt,214
East Village,32.70565834008852,-117.15528302718424,Entire home/apt,376
Gaslamp Quarter,32.7095972,-117.1605802,Entire home/apt,130
Kensington,32.77190636197577,-117.10568296607543,Entire home/apt,75
Southwest,32.61254,-117.07946,Entire home/apt,177
Park West,32.7308032,-117.1604704,Entire home/apt,175
South Park,32.72501,-117.12714,Entire home/apt,146
Bay Park,32.80291,-117.21215,Entire home/apt,391
Loma Portal,32.74985,-117.22039,Entire home/apt,310
North Hills,32.73762,-117.13275,Entire home/apt,317
Mission Bay,32.77656,-117.25198,Entire home/apt,1131
Ocean Beach,32.751347,-117.24965,Entire home/apt,303
Mission Bay,32.76029,-117.24764,Entire home/apt,791
Southwest,32.61261,-117.05847,Entire home/apt,314
Linda Vista,32.7915652567842,-117.17915409553484,Entire home/apt,159
Midtown,32.73701,-117.17561,Entire home/apt,267
Mission Bay,32.77283,-117.25062,Entire home/apt,851
Mission Bay,32.77659,-117.25326,Entire home/apt,2057
East Village,32.71323,-117.15519,Entire home/apt,220
East Village,32.71389,-117.15686,Entire home/apt,220
East Village,32.71278,-117.15577,Entire home/apt,849
Ocean Beach,32.751347,-117.24965,Entire home/apt,299
Mission Bay,32.77237,-117.2517,Entire home/apt,1000
Columbia,32.71959067660801,-117.1715784012225,Entire home/apt,241
Pacific Beach,32.80622,-117.24095,Entire home/apt,425
Midtown,32.73691,-117.17532,Entire home/apt,155
Southwest,32.61484,-117.08425,Entire home/apt,185
Southwest,32.60078,-117.04602,Entire home/apt,111
Marina,32.7147906,-117.1706057,Entire home/apt,302
North Hills,32.7503,-117.13257,Entire home/apt,182
Mission Bay,32.7815563,-117.2530293,Entire home/apt,113
North Hills,32.74391,-117.14373,Entire home/apt,200
Ocean Beach,32.7491631,-117.2446813,Entire home/apt,201
Pacific Beach,32.80895,-117.23582,Entire home/apt,613
Pacific Beach,32.79269,-117.25474,Entire home/apt,214
East Village,32.70854810019585,-117.15394437579204,Entire home/apt,404
La Jolla,32.8275,-117.27863,Entire home/apt,436
Pacific Beach,32.79417,-117.24846,Entire home/apt,200
Sabre Springs,32.94815,-117.10216,Entire home/apt,668
Old Town,32.74711768730646,-117.18464761668277,Entire home/apt,1000
Loma Portal,32.74586,-117.22301,Entire home/apt,99
Allied Gardens,32.81564,-117.09071,Entire home/apt,300
Pacific Beach,32.79842,-117.23498,Entire home/apt,191
Balboa Park,32.71521,-117.14402,Entire home/apt,162
Cortez Hill,32.71944,-117.15761,Entire home/apt,168
Cortez Hill,32.71942,-117.15767,Entire home/apt,101
Mission Bay,32.7815563,-117.2530293,Entire home/apt,258
Loma Portal,32.74482,-117.2178,Entire home/apt,500
Mission Bay,32.7815563,-117.2530293,Entire home/apt,266
Mission Bay,32.7815563,-117.2530293,Entire home/apt,113
Bay Ho,32.81649,-117.20359,Entire home/apt,243
Mission Bay,32.78707,-117.23562,Entire home/apt,600
Mission Bay,32.7815563,-117.2530293,Entire home/apt,298
Mission Bay,32.7815563,-117.2530293,Entire home/apt,246
Mission Bay,32.7815563,-117.2530293,Entire home/apt,104
Mission Bay,32.7815563,-117.2530293,Entire home/apt,105
La Jolla,32.8519357,-117.2429474,Entire home/apt,2500
Mission Bay,32.76723,-117.25313,Entire home/apt,411
Roseville,32.73458,-117.23046,Entire home/apt,141
La Jolla,32.80967,-117.26647,Entire home/apt,713
Normal Heights,32.758285672264726,-117.11924317600877,Entire home/apt,140
Carmel Valley,32.93974,-117.23444,Entire home/apt,195
Southcrest,32.68418,-117.10867,Entire home/apt,317
Southwest,32.62459,-117.05644,Entire home/apt,118
Roseville,32.72703,-117.2278,Entire home/apt,222
Ocean Beach,32.752501098325034,-117.24970926175716,Entire home/apt,222
Loma Portal,32.7489232,-117.2396976,Entire home/apt,175
Midtown,32.74174,-117.17709,Entire home/apt,212
Marina,32.7084864,-117.1614604,Entire home/apt,114
Bario Logan,32.69721,-117.14019,Entire home/apt,165
Grant Hill,32.70673,-117.13206,Entire home/apt,190
Mission Bay,32.7800908,-117.2516524,Entire home/apt,143
Loma Portal,32.7424195,-117.2308438,Entire home/apt,221
Pacific Beach,32.80933,-117.24641,Entire home/apt,1150
Grant Hill,32.710910931214926,-117.13021911808976,Entire home/apt,223
Ocean Beach,32.7513117766469,-117.25156679749487,Entire home/apt,125
City Heights West,32.75245396840708,-117.1227462004543,Entire home/apt,152
Bario Logan,32.69897116416176,-117.14285385806951,Entire home/apt,50
West University Heights,32.757193322959125,-117.15252287685873,Entire home/apt,241
Encanto,32.71289,-117.06305,Entire home/apt,231
Mission Bay,32.78744,-117.2531,Entire home/apt,174
Mission Bay,32.78798,-117.25487,Entire home/apt,152
Bay Park,32.7877304,-117.1947126,Entire home/apt,655
Mission Bay,32.78883028089377,-117.25482610758756,Entire home/apt,152
Mission Bay,32.79315,-117.24237,Entire home/apt,356
La Jolla,32.84505,-117.26673,Entire home/apt,700
Pacific Beach,32.7988414,-117.2556473,Entire home/apt,443
Ocean Beach,32.74481,-117.249,Entire home/apt,184
Pacific Beach,32.7988414,-117.2556473,Entire home/apt,328
Pacific Beach,32.7988414,-117.2556473,Entire home/apt,500
Ocean Beach,32.73942,-117.25492,Entire home/apt,1106
El Cerritos,32.75351,-117.06945,Entire home/apt,3500
Park West,32.733304070395135,-117.16051599807358,Entire home/apt,408
Old Town,32.75634,-117.16282,Entire home/apt,115
Mission Bay,32.772905164703914,-117.25317044973757,Entire home/apt,709
Midtown,32.74671,-117.15564,Entire home/apt,153
