NUMBER,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE
414,2022,2022-10-25,1844,2,-117.12731170654295,32.6944465637207
415,2022,2022-10-27,1100,4,-117.15602111816406,32.7364501953125
416,2022,2022-10-27,1518,4,-117.22821044921876,32.93742752075195
417,2022,2022-11-02,910,3,-117.16210174560548,32.83979034423828
418,2022,2022-11-02,903,3,-117.11637878417967,32.71635818481445
419,2022,2022-01-09,1914,7,-117.1987533569336,32.75287628173828
420,2022,2022-11-07,1826,1,-117.11699676513672,32.77826690673828
421,2022,2022-11-27,1436,7,-117.05975341796876,32.77838134765625
422,2022,2022-12-01,2000,4,-117.0896224975586,32.65470886230469
423,2022,2022-12-03,55,6,-117.10468292236328,32.718772888183594
424,2022,2022-10-03,1531,1,-117.05361938476562,32.77718734741211
425,2022,2022-12-13,745,2,-117.179443359375,32.847652435302734
426,2022,2022-12-24,230,6,-117.09835815429688,32.709190368652344
427,2020,2020-11-19,1515,4,-117.18363189697266,32.76628112792969
428,2020,2020-11-21,1316,6,-117.20616912841795,32.749698638916016
429,2022,2022-11-11,2500,5,-117.1496124267578,32.95652770996094
430,2022,2022-09-21,1116,3,-117.2067642211914,32.78793716430664
431,2020,2020-12-21,2137,1,-117.10191345214844,32.755218505859375
432,2020,2020-12-06,1045,7,-117.18635559082033,32.8177604675293
433,2020,2020-12-11,1049,5,-117.15038299560548,32.71366882324219
434,2020,2020-06-13,800,6,-117.25057983398438,32.87099075317383
435,2020,2020-10-26,1535,1,-117.08856201171876,32.710391998291016
436,2020,2020-10-10,1758,6,-117.13712310791016,32.711624145507805
437,2021,2021-01-09,1102,6,-117.1056900024414,32.74967575073242
438,2021,2021-01-17,650,7,-117.04540252685548,32.68707275390625
439,2020,2020-01-18,906,6,-117.16219329833984,32.74079132080078
440,2021,2021-02-07,1836,7,-117.21520233154295,32.801849365234375
441,2021,2021-02-07,2110,7,-117.21768951416016,32.73824691772461
442,2021,2021-02-17,1541,3,-117.15837097167967,32.748382568359375
443,2021,2021-03-24,1540,3,-117.1019287109375,32.753170013427734
444,2021,2021-02-11,928,4,-117.17674255371094,32.73686981201172
445,2021,2021-03-05,1603,5,-117.16273498535156,32.74998474121094
446,2021,2021-02-21,1915,7,-117.20497894287108,32.75152969360352
447,2021,2021-02-21,1550,7,-117.25492095947266,32.79471206665039
448,2021,2021-03-03,1119,3,-117.119384765625,32.917339324951165
449,2021,2021-02-18,1812,4,-117.09375,32.69679260253906
450,2021,2021-02-28,1200,7,-117.22657012939452,32.8078498840332
451,2021,2021-03-28,1700,7,-117.16622161865234,32.75198745727539
452,2021,2021-03-30,2245,2,-117.23729705810548,32.75412368774414
453,2021,2021-03-09,1455,2,-117.09605407714844,32.747703552246094
454,2021,2021-03-12,525,5,-117.07952880859376,32.74584197998047
455,2021,2021-03-06,1300,6,-117.216552734375,32.80666732788086
456,2021,2021-03-06,724,6,-117.06295776367188,33.04286193847656
457,2021,2021-03-21,1000,7,-117.23302459716795,32.749794006347656
458,2021,2021-03-23,907,2,-117.08499908447266,32.70450592041016
459,2021,2021-03-27,1155,6,-117.12484741210938,32.822227478027344
460,2021,2021-03-25,1800,4,-117.08496856689452,32.71811294555664
461,2021,2021-04-09,2240,5,-117.09638214111328,32.936737060546875
462,2021,2021-03-21,1936,7,-117.08499908447266,32.70450592041016
463,2021,2021-04-07,1448,3,-117.12981414794922,32.706401824951165
464,2021,2021-04-08,1526,4,-117.09950256347656,32.583778381347656
465,2021,2021-05-03,1215,1,-117.16381072998048,32.713558197021484
466,2021,2021-05-05,1530,3,-117.23953247070312,32.93342208862305
467,2021,2021-04-24,2102,6,-117.057373046875,32.76700210571289
468,2021,2021-04-28,1845,3,-117.02601623535156,32.69771194458008
469,2021,2021-05-07,1825,5,-117.02586364746094,32.71780776977539
470,2021,2021-05-05,833,3,-117.2169952392578,32.75521469116211
471,2021,2021-06-14,1030,1,-117.09860229492188,32.95515441894531
472,2021,2021-04-22,752,4,-117.2136688232422,32.86689376831055
473,2021,2021-05-16,215,7,-117.14630126953124,32.75532150268555
474,2021,2021-05-16,1608,7,-117.27490997314452,32.839946746826165
475,2021,2021-05-17,2100,1,-117.07627868652344,32.98303985595703
476,2021,2021-05-22,2116,6,-117.25420379638672,32.79877853393555
477,2021,2021-05-18,1745,2,-117.13377380371094,32.69392013549805
478,2021,2021-05-22,2223,6,-117.18194580078124,32.81925582885742
479,2021,2021-05-31,1130,1,-117.12503051757812,32.75722885131836
480,2021,2021-05-11,340,2,-117.20162963867188,32.89255142211914
481,2021,2021-05-14,655,5,-117.11703491210938,32.686649322509766
482,2021,2021-06-07,826,1,-117.0776824951172,32.691654205322266
483,2021,2021-05-25,1243,2,-117.09229278564452,32.750614166259766
484,2021,2021-06-18,1147,5,-117.12176513671876,32.74882888793945
485,2021,2021-06-05,1,6,-117.24083709716795,32.79976272583008
486,2021,2021-06-20,1048,7,-117.19657135009766,32.8033447265625
487,2021,2021-06-17,1639,4,-117.23831939697266,32.76558303833008
488,2021,2021-06-12,810,6,-117.16134643554688,32.772029876708984
489,2021,2021-06-26,1957,6,-117.14627838134766,32.755218505859375
490,2021,2021-05-17,1117,1,-117.1467056274414,32.70525360107422
491,2021,2021-07-04,857,7,-117.17107391357422,32.71563720703125
492,2021,2021-07-03,1530,6,-117.16105651855467,32.71257019042969
493,2021,2021-07-07,2240,3,-117.0832061767578,32.811885833740234
494,2021,2021-07-18,1832,7,-117.28103637695312,32.841514587402344
495,2021,2021-06-17,1200,4,-117.01772308349608,32.80336380004883
496,2021,2021-06-27,1552,7,-117.00334167480467,32.58015441894531
497,2021,2021-07-06,844,2,-117.24619293212892,32.79859161376953
498,2021,2021-06-29,1410,2,-117.1461944580078,32.905330657958984
499,2021,2021-07-14,1746,3,-117.07583618164062,33.02808380126953
500,2021,2021-07-05,406,1,-117.14425659179688,32.711551666259766
501,2021,2021-07-13,1513,2,-117.16105651855467,32.71257019042969
502,2021,2021-06-27,1940,7,-117.15377044677734,32.71573638916016
503,2021,2021-07-21,530,3,-117.24182891845705,32.793418884277344
504,2021,2021-08-05,1213,4,-117.20687866210938,32.788204193115234
505,2021,2021-08-03,2000,2,-117.1076202392578,32.76325988769531
506,2021,2021-07-31,433,6,-116.9778289794922,32.784767150878906
507,2021,2021-08-31,2043,2,-117.03987121582033,32.551639556884766
508,2021,2021-08-21,1129,6,-117.24485778808594,32.7938117980957
509,2021,2021-08-11,2049,3,-117.24199676513672,32.75124740600586
510,2021,2021-08-11,2009,3,-117.06695556640624,32.58388137817383
511,2021,2021-08-11,1237,3,-117.0878677368164,32.75665283203125
512,2021,2021-08-13,1528,5,-117.24623107910156,32.798587799072266
513,2021,2021-08-15,1628,7,-117.15561676025392,32.7188606262207
514,2021,2021-08-15,1425,7,-117.14128112792967,32.75032424926758
515,2021,2021-07-08,123,4,-117.16380310058594,32.71563720703125
516,2021,2021-08-20,2312,5,-117.0839614868164,32.59484100341797
517,2021,2021-08-18,1104,3,-117.20697021484376,32.82770919799805
518,2021,2021-09-04,2048,6,-117.06007385253906,32.74000930786133
519,2021,2021-08-28,1315,6,-117.19792938232422,32.79132843017578
520,2021,2021-08-31,822,2,-117.02794647216795,33.08563232421875
521,2021,2021-09-28,1655,2,-117.09262847900392,32.583744049072266
522,2021,2021-09-17,2325,5,-117.1413345336914,32.75520324707031
523,2021,2021-09-20,340,1,-117.16902160644533,32.77696228027344
524,2021,2021-09-11,1529,6,-117.2410125732422,32.8242073059082
525,2021,2021-09-09,2125,4,-117.16739654541016,32.711509704589844
526,2021,2021-09-17,1825,5,-117.1218032836914,32.761016845703125
527,2021,2021-10-13,200,3,-117.15469360351562,32.71259689331055
528,2021,2021-10-07,2028,4,-117.20980834960938,32.876007080078125
529,2021,2021-10-17,40,7,-117.06703186035156,32.761348724365234
530,2021,2021-10-16,1832,6,-117.05860900878906,32.745853424072266
531,2021,2021-10-05,1232,2,-119.5364227294922,36.06940078735352
532,2021,2021-10-02,140,6,-117.1583251953125,32.711509704589844
533,2021,2021-10-01,750,5,-117.07878112792967,32.70708084106445
534,2021,2021-10-24,1720,7,-117.25891876220705,32.80780029296875
535,2021,2021-10-23,244,6,-117.20716857910156,32.782283782958984
536,2021,2021-10-09,1800,6,-117.15428924560548,32.826778411865234
537,2021,2021-10-28,1923,4,-117.10089874267578,32.749595642089844
538,2021,2021-10-28,1451,4,-117.10147094726562,32.78592300415039
539,2021,2021-10-30,828,6,-117.1611328125,32.71988677978516
540,2021,2021-06-11,1333,5,-117.23480224609376,32.79918670654297
541,2021,2021-10-01,1844,5,-117.208740234375,32.76716232299805
542,2021,2021-11-10,2140,3,-117.08359527587892,32.75723648071289
543,2021,2021-11-09,656,2,-117.23841857910156,32.79834747314453
544,2021,2021-11-16,2227,2,-117.25298309326172,32.85051345825195
545,2021,2021-12-05,1900,7,-117.14048767089844,32.9556884765625
546,2021,2021-12-01,1748,3,-117.0805206298828,32.72883987426758
547,2021,2021-12-11,1730,6,-117.20858764648438,32.76622772216797
548,2021,2021-11-10,1930,3,-117.07537078857422,33.03245544433594
549,2021,2021-10-31,1330,7,-117.1269989013672,32.89371490478516
550,2021,2021-11-18,1240,4,-117.0327606201172,32.59486770629883
551,2021,2021-11-21,2155,7,-117.1583251953125,32.71780014038086
552,2021,2021-11-24,618,3,-117.16761016845705,32.76055908203125
553,2021,2021-11-30,2500,2,-117.11880493164062,32.917339324951165
554,2021,2021-12-01,1441,3,-117.16156005859376,32.74333953857422
555,2021,2021-12-28,800,2,-117.16105651855467,32.715694427490234
556,2021,2021-12-09,2100,4,-117.19068908691406,32.96300506591797
557,2022,2022-01-14,1609,5,-117.2141571044922,32.87260818481445
558,2022,2022-01-16,1905,7,-117.25298309326172,32.85051345825195
559,2021,2021-12-11,1703,6,-117.09490203857422,32.690040588378906
560,2021,2021-12-10,1255,5,-117.02951049804688,32.545135498046875
561,2021,2021-05-08,2100,6,-117.22193908691406,32.754337310791016
562,2021,2021-12-20,935,1,-117.13021087646484,32.960018157958984
563,2021,2021-12-22,1208,3,-117.15469360351562,32.71259689331055
564,2022,2022-01-06,2054,4,-117.17046356201172,32.742156982421875
565,2022,2022-01-07,922,5,-117.12779998779295,32.6875
566,2022,2022-01-02,1025,7,-117.0850067138672,32.71500015258789
567,2022,2022-01-21,1007,5,-117.22941589355467,32.7243766784668
568,2022,2022-03-04,1835,5,-117.17839050292967,32.87766647338867
569,2022,2022-01-25,1948,2,-117.24314880371094,32.74991226196289
570,2022,2022-02-03,803,4,-117.16984558105467,32.72514343261719
571,2022,2022-01-25,620,2,-117.13864135742188,32.704444885253906
572,2022,2022-02-06,140,7,-117.15837097167967,32.748382568359375
573,2022,2022-01-26,1107,3,-117.24314880371094,32.74991226196289
574,2022,2022-04-01,1954,5,-117.0923080444336,32.58374786376953
575,2021,2021-10-12,816,2,-117.12493133544922,32.763370513916016
576,2022,2022-03-22,1537,2,-116.93427276611328,32.55287551879883
577,2022,2022-04-10,2358,7,-117.15741729736328,32.748390197753906
578,2022,2022-03-19,2143,6,-117.14629364013672,32.746437072753906
579,2022,2022-03-26,1823,6,-117.15204620361328,32.714698791503906
580,2022,2022-08-09,1350,2,-117.0797119140625,32.732154846191406
581,2022,2022-04-30,118,6,-117.15098571777344,32.75136184692383
582,2022,2022-04-29,1759,5,-117.19795989990234,32.75751495361328
583,2022,2022-04-11,1530,1,-117.2048110961914,32.75529479980469
584,2022,2022-04-12,1230,2,-117.04721832275392,32.773677825927734
585,2022,2022-03-31,1200,4,-117.24488067626952,32.7509651184082
586,2022,2022-05-02,1831,1,-117.1583251953125,32.71676254272461
587,2022,2022-04-21,1850,4,-117.10133361816406,32.576507568359375
588,2022,2022-04-25,555,1,-117.2373504638672,32.80752944946289
589,2022,2022-04-22,1128,5,-117.25260925292967,32.78041076660156
590,2022,2022-09-19,1645,1,-117.08667755126952,33.00001525878906
591,2022,2022-05-18,1947,3,-117.06448364257812,32.752864837646484
592,2022,2022-05-19,520,4,-117.2050323486328,32.75301742553711
593,2022,2022-05-22,1545,7,-116.9778289794922,32.784767150878906
594,2022,2022-05-19,1528,4,-117.23390197753906,32.871780395507805
595,2022,2022-05-15,222,7,-117.14641571044922,32.74845123291016
596,2022,2022-05-27,1614,5,-117.11038970947266,32.78490447998047
597,2022,2022-06-11,2034,6,-117.24111175537108,32.75064849853516
598,2022,2022-06-12,1210,7,-117.04926300048828,32.71202087402344
599,2022,2022-05-28,1425,6,-117.0446319580078,32.68959426879883
600,2022,2022-06-14,1512,2,-117.15637969970705,32.74839782714844
601,2022,2022-06-14,235,2,-117.14404296875,32.920352935791016
602,2022,2022-06-14,2132,2,-117.24002075195312,32.75057601928711
603,2022,2022-11-30,807,3,-117.17305755615234,32.733978271484375
604,2022,2022-07-08,1230,5,-117.22828674316406,32.922271728515625
605,2022,2022-07-26,1608,2,-117.07583618164062,33.02808380126953
606,2022,2022-07-26,1309,2,-117.09882354736328,32.753143310546875
607,2022,2022-08-15,1728,1,-117.24929809570312,32.83378982543945
608,2022,2022-08-15,948,1,-117.12931823730467,32.73923873901367
609,2022,2022-06-15,2219,3,-117.02693176269533,32.711795806884766
610,2022,2022-07-02,13,6,-117.13587188720705,32.74845886230469
611,2022,2022-07-21,1119,4,-117.20614624023438,32.752037048339844
612,2022,2022-07-18,2022,1,-117.17765045166016,32.818050384521484
613,2022,2022-07-12,1843,2,-117.24564361572266,32.7226676940918
614,2022,2022-07-20,2330,3,-117.07286834716795,32.758758544921875
615,2022,2022-09-01,2035,4,-117.05751037597656,32.7669563293457
616,2022,2022-08-02,609,2,-117.08206939697266,32.97899627685547
617,2022,2022-08-12,1330,5,-117.14640045166016,32.74851989746094
618,2022,2022-08-10,755,3,-117.23063659667967,32.73722839355469
619,2022,2022-08-12,1748,5,-117.09265899658205,32.582889556884766
620,2022,2022-08-04,2142,4,-117.159423828125,32.737651824951165
621,2022,2022-08-21,1351,7,-117.11478424072266,32.70125961303711
622,2022,2022-08-31,607,3,-117.16561889648438,32.71355056762695
623,2022,2022-08-21,1225,7,-117.06285095214844,32.7853889465332
624,2022,2022-08-22,1415,1,-117.16649627685548,32.7198600769043
625,2022,2022-09-10,1445,6,-117.13224792480467,32.9144287109375
626,2022,2022-09-27,2051,2,-117.10191345214844,32.755069732666016
627,2022,2022-08-25,22,4,-117.12791442871094,32.78403091430664
628,2022,2022-08-21,1801,7,-117.12770080566406,32.755279541015625
629,2022,2022-09-09,140,5,-117.05224609375,32.67060089111328
630,2022,2022-09-09,626,5,-117.25151824951172,32.832157135009766
631,2022,2022-09-27,1500,2,-117.2168197631836,32.851539611816406
632,2022,2022-09-26,1107,1,-117.17601013183594,32.737327575683594
633,2022,2022-10-10,1435,1,-117.14086151123048,32.7158203125
634,2022,2022-09-12,1944,1,-117.08505249023438,32.7123908996582
635,2022,2022-09-27,2109,2,-117.22779083251952,32.72611999511719
636,2022,2022-09-27,1730,2,-117.1449966430664,32.754024505615234
637,2022,2022-10-07,2318,5,-117.2427978515625,32.749691009521484
638,2022,2022-08-15,2035,1,-117.13055419921876,32.83134078979492
639,2022,2022-09-07,712,3,-117.19490051269533,32.83531188964844
640,2022,2022-09-15,1451,4,-117.15325927734376,32.83085632324219
641,2022,2022-09-12,1249,1,-117.17945861816406,32.77149200439453
642,2022,2022-08-21,1222,7,-117.05584716796876,32.701290130615234
643,2022,2022-10-13,1616,4,-117.1424560546875,32.717899322509766
644,2022,2022-09-24,2255,6,-117.1254425048828,32.687618255615234
645,2022,2022-09-22,1312,4,-117.0766830444336,33.015140533447266
646,2022,2022-10-16,1658,7,-117.13815307617188,32.71162033081055
647,2022,2022-10-17,1658,1,-117.07875061035156,32.707088470458984
648,2022,2022-10-18,740,2,-117.05802917480467,32.58369064331055
649,2022,2022-12-14,1250,3,-117.12718200683594,32.80970764160156
650,2022,2022-11-15,1450,2,-117.17105865478516,32.90504455566406
651,2022,2022-11-24,1825,4,-117.17324829101562,32.72434616088867
652,2022,2022-12-03,1830,6,-117.08065032958984,32.79274368286133
653,2022,2022-12-11,600,7,-117.09690856933594,32.77238082885742
654,2022,2022-09-17,1740,6,-117.05480194091795,32.68616485595703
655,2022,2022-11-29,1745,2,-117.10882568359376,32.74967956542969
656,2022,2022-11-03,1157,4,-117.10108184814452,32.73184967041016
657,2022,2022-10-24,625,1,-117.09808349609376,32.583778381347656
658,2022,2022-10-30,800,7,-117.15526580810548,32.746429443359375
659,2022,2022-10-28,515,5,-117.01945495605467,32.712013244628906
660,2022,2022-10-29,2135,6,-117.22843933105467,32.922367095947266
661,2022,2022-10-29,1000,6,-117.09365081787108,32.70664978027344
662,2022,2022-10-30,1436,7,-117.05223083496094,32.69693756103516
663,2022,2022-11-23,2029,3,-117.16471862792967,32.71778106689453
664,2022,2022-11-02,1237,3,-116.93199920654295,32.5567626953125
665,2022,2022-11-16,1042,3,-117.06233215332033,32.56696701049805
666,2022,2022-11-06,1320,7,-117.15113067626952,32.963191986083984
667,2022,2022-11-12,1615,6,-117.2304458618164,32.72319030761719
668,2022,2022-11-09,1203,3,-117.14669036865234,32.77421951293945
669,2022,2022-11-08,1520,2,-117.15940856933594,32.73661804199219
670,2022,2022-08-06,1529,6,-117.16869354248048,32.909934997558594
671,2022,2022-11-10,2235,4,-117.1694107055664,32.780982971191406
672,2022,2022-11-16,2042,3,-117.20753479003906,32.866912841796875
673,2022,2022-12-13,1403,2,-117.16268157958984,32.74147033691406
674,2022,2022-11-20,1925,7,-117.20947265625,32.750396728515625
675,2020,2020-02-22,1910,6,-117.03532409667967,32.549835205078125
676,2020,2020-07-19,2003,7,-117.1616668701172,32.817485809326165
677,2020,2020-01-03,1223,5,-117.2195281982422,32.808448791503906
678,2020,2020-01-09,1554,4,-117.16831207275392,32.7198486328125
679,2020,2020-01-08,446,3,-117.05377960205078,32.755279541015625
680,2020,2020-01-13,650,1,-117.09262847900392,32.583740234375
681,2020,2020-01-17,307,5,-117.23249816894533,32.76416015625
682,2020,2020-01-15,1848,3,-117.2458038330078,32.79671859741211
683,2020,2020-01-20,1218,1,-117.24863433837892,32.74665832519531
684,2020,2020-01-16,2000,4,-117.17498016357422,32.785160064697266
685,2020,2020-01-07,900,2,-117.1611099243164,32.72196960449219
686,2020,2020-02-03,2143,1,-117.14261627197266,32.72272109985352
687,2020,2020-02-02,754,7,-117.19783782958984,32.764488220214844
688,2020,2020-02-13,650,4,-117.21826171875,32.72726821899414
689,2020,2020-01-28,1620,2,-117.09805297851562,32.7264404296875
690,2020,2020-02-04,1350,2,-117.24398040771484,32.8837890625
691,2020,2020-02-05,1048,3,-117.15123748779295,32.74856185913086
692,2020,2020-02-07,1250,5,-117.10877227783205,32.789390563964844
693,2020,2020-01-30,2318,4,-117.11241149902344,32.690799713134766
694,2020,2020-02-12,700,3,-117.23793792724608,32.87168884277344
695,2020,2020-02-13,443,4,-117.20822143554688,32.890071868896484
696,2020,2020-02-10,1040,1,-117.2141571044922,32.87260818481445
